source_id,title,city,state,asking_price,annual_revenue,business_type,description,broker_name,listing_url,bays,sqft,listing_code
calder-344-project-suds-car-wash-platform,Project Suds: Car Wash Platform,Midwest,,,6713012,Combo,"the Car Wash Platform owns and operates a portfolio of express and full‑service car wash locations serving a diverse retail customer base. The Platform delivers repeatable, convenience‑driven automotive wash solutions across high‑traffic markets, where speed, consistency, and site accessibility are critical. Its locations are designed to efficiently serve both subscription members and retail customers, supporting steady daily throughput and resilient local demand. The Car Wash Platform’s value proposition is centered on standardized operating procedures, disciplined maintenance practices, and ",Calder Capital,https://www.caldergr.com/business_listing/344-project-suds-car-wash-platform/,,,344-project-suds-car-was
